id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
3_bear_failed_managed_sref,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo. The bear was taller than expected.,1,block3,target,trial,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo.,The bear was taller than expected.,5700,7500
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
16_house_failed_failed_sref,Lisa failed to build a house and Jordan failed to build a house as well. The house is the most beautiful building I have ever seen.,0,block16,target,trial,Lisa failed to build a house and Jordan failed to build a house as well.,The house is the most beautiful building I have ever seen.,4500,7800
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
5_shirt_managed_failed_pref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirts look amazing.,0,block5,target,trial,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store.,The shirts look amazing.,5700,6900
7_beer_failed_failed_pref,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well. The beers were warm.,0,block7,target,trial,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well.,The beers were warm.,6300,7500
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,block1,target,trial,John failed to adopt a dog but Mark managed to adopt a dog.,The dogs are very cute.,3900,5400
10_hat_managed_failed_pref,Chris managed to knit a hat but George failed to knit a hat. The hats were very colorful.,0,block10,target,trial,Chris managed to knit a hat but George failed to knit a hat.,The hats were very colorful.,3900,5400
9_letter_affirmative_negation_pref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents.,The letters arrived three days after they were sent.,4800,7500
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
8_cake_negation_negation_pref,Michael didn't bake a cake and Adam didn't bake a cake either. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael didn't bake a cake and Adam didn't bake a cake either.,The cakes were the best thing at the picnic.,3600,6300
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
14_gin_managed_managed_sref,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well.,The gin tonic was very strong.,5100,6900
12_ticket_failed_failed_sref,Thomas failed to book a ticket and Patrick failed to book a ticket as well. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas failed to book a ticket and Patrick failed to book a ticket as well.,The ticket was much cheaper than expected.,4500,6600
6_rat_affirmative_negation_pref,Carla got a pet rat but Linda didn't get a pet rat. The rats are very noisy at night.,0,block6,target,trial,Carla got a pet rat but Linda didn't get a pet rat.,The rats are very noisy at night.,3600,5700
15_bone_failed_failed_pref,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well.,The bones likely belonged to an extinct bird species.,6900,9600
13_bed_managed_managed_pref,Luke managed to buy a bed and Rachel managed to buy a bed as well. The beds were delivered the next day.,1,block13,target,trial,Luke managed to buy a bed and Rachel managed to buy a bed as well.,The beds were delivered the next day.,4500,6600
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy has a car but Ethan doesn't have a car.,The cars have a self-driving mode.,3000,4800
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
11_rabbit_negation_affirmative_pref,Sarah didn't catch a rabbit but Alice caught a rabbit. The rabbits were delicious.,0,block11,target,trial,Sarah didn't catch a rabbit but Alice caught a rabbit.,The rabbits were delicious.,3000,4200
4_book_managed_failed_sref,Susan managed to write a book but Ben failed to write a book. The book is a real page-turner.,1,block4,target,trial,Susan managed to write a book but Ben failed to write a book.,The book is a real page-turner.,3900,5700
