id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
7_beer_negation_affirmative_pref,Sam didn't order a beer at the bar but Kate ordered a beer at the bar. The beers were warm.,0,block7,target,trial,Sam didn't order a beer at the bar but Kate ordered a beer at the bar.,The beers were warm.,4800,6000
11_rabbit_negation_affirmative_sref,Sarah didn't catch a rabbit but Alice caught a rabbit. The rabbit was delicious.,1,block11,target,trial,Sarah didn't catch a rabbit but Alice caught a rabbit.,The rabbit was delicious.,3000,4200
2_car_failed_managed_pref,Lucy failed to rent a car but Ethan managed to rent a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy failed to rent a car but Ethan managed to rent a car.,The cars have a self-driving mode.,3900,5700
4_book_affirmative_affirmative_sref,Susan published a book and Ben published a book too. The book is a real page-turner.,0,block4,target,trial,Susan published a book and Ben published a book too.,The book is a real page-turner.,3000,4800
14_gin_failed_failed_pref,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well. The gin tonics were very strong.,0,block14,target,trial,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well.,The gin tonics were very strong.,5100,6900
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
10_hat_managed_managed_sref,Chris managed to knit a hat and George managed to knit a hat as well. The hat was very colorful.,0,block10,target,trial,Chris managed to knit a hat and George managed to knit a hat as well.,The hat was very colorful.,4500,6000
12_ticket_managed_managed_pref,Thomas managed to book a ticket and Patrick managed to book a ticket as well. The tickets were much cheaper than expected.,1,block12,target,trial,Thomas managed to book a ticket and Patrick managed to book a ticket as well.,The tickets were much cheaper than expected.,4500,6600
6_rat_managed_failed_sref,Carla managed to get a pet rat but Linda failed to get a pet rat. The rat is very noisy at night.,1,block6,target,trial,Carla managed to get a pet rat but Linda failed to get a pet rat.,The rat is very noisy at night.,4500,6600
9_letter_failed_managed_sref,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,trial,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents.,The letter arrived three days after it was sent.,5700,8400
15_bone_failed_managed_pref,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition.,The bones likely belonged to an extinct bird species.,6300,9000
8_cake_failed_managed_sref,Michael failed to bake a cake but Adam managed to bake a cake. The cake was the best thing at the picnic.,1,block8,target,trial,Michael failed to bake a cake but Adam managed to bake a cake.,The cake was the best thing at the picnic.,3900,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
13_bed_negation_affirmative_pref,Luke didn't buy a bed but Rachel bought a bed. The beds were delivered the next day.,0,block13,target,trial,Luke didn't buy a bed but Rachel bought a bed.,The beds were delivered the next day.,3000,5100
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,block1,target,trial,John managed to adopt a dog but Mark failed to adopt a dog.,The dogs are very cute.,3900,5400
5_shirt_managed_failed_sref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,1,block5,target,trial,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store.,The shirt looks amazing.,5700,6900
3_bear_affirmative_affirmative_pref,Carol saw a bear at the zoo and Jack saw a bear at the zoo too. The bears were taller than expected.,1,block3,target,trial,Carol saw a bear at the zoo and Jack saw a bear at the zoo too.,The bears were taller than expected.,4800,6600
16_house_failed_managed_pref,Lisa failed to build a house but Jordan managed to build a house. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,Lisa failed to build a house but Jordan managed to build a house.,The houses are the most beautiful buildings I have ever seen.,3900,7200
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
