id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
16_house_affirmative_negation_pref,Lisa built a house but Jordan didn't build a house. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,Lisa built a house but Jordan didn't build a house.,The houses are the most beautiful buildings I have ever seen.,3000,6300
15_bone_negation_negation_pref,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either.,The bones likely belonged to an extinct bird species.,6000,8700
11_rabbit_affirmative_negation_pref,Sarah caught a rabbit but Alice didn't catch a rabbit. The rabbits were delicious.,0,block11,target,trial,Sarah caught a rabbit but Alice didn't catch a rabbit.,The rabbits were delicious.,3000,4200
8_cake_negation_negation_sref,Michael didn't bake a cake and Adam didn't bake a cake either. The cake was the best thing at the picnic.,0,block8,target,trial,Michael didn't bake a cake and Adam didn't bake a cake either.,The cake was the best thing at the picnic.,3600,6300
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
12_ticket_negation_negation_sref,Thomas didn't book a ticket in advance and Patrick didn't book a ticket in advance either. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas didn't book a ticket in advance and Patrick didn't book a ticket in advance either.,The ticket was much cheaper than expected.,4800,6900
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
14_gin_managed_failed_sref,Dan managed to mix a gin tonic but Jessica failed to mix a gin tonic. The gin tonic was very strong.,1,block14,target,trial,Dan managed to mix a gin tonic but Jessica failed to mix a gin tonic.,The gin tonic was very strong.,4500,6300
6_rat_failed_managed_pref,Carla failed to get a pet rat but Linda managed to get a pet rat. The rats are very noisy at night.,0,block6,target,trial,Carla failed to get a pet rat but Linda managed to get a pet rat.,The rats are very noisy at night.,4500,6600
2_car_affirmative_affirmative_pref,Lucy has a car and Ethan has a car too. The cars have a self-driving mode.,1,block2,target,trial,Lucy has a car and Ethan has a car too.,The cars have a self-driving mode.,3000,4800
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
7_beer_negation_negation_sref,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either. The beer was warm.,0,block7,target,trial,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either.,The beer was warm.,5400,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
3_bear_failed_managed_pref,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo.,The bears were taller than expected.,5700,7500
10_hat_negation_affirmative_sref,Chris didn't knit a hat but George knitted a hat. The hat was very colorful.,1,block10,target,trial,Chris didn't knit a hat but George knitted a hat.,The hat was very colorful.,3000,4500
5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,trial,Mary didn't find a shirt at the store but Teresa found a shirt at the store.,The shirt looks amazing.,4800,6000
9_letter_negation_affirmative_sref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,trial,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents.,The letter arrived three days after it was sent.,4800,7500
13_bed_failed_failed_sref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The bed was delivered the next day.,0,block13,target,trial,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The bed was delivered the next day.,4500,6600
4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,block4,target,trial,Susan failed to write a book but Ben managed to write a book.,The book is a real page-turner.,3900,5700
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,block1,target,trial,John doesn't own a dog and Mark doesn't own a dog either.,The dogs are very cute.,3600,5100
