id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
10_hat_managed_failed_sref,Chris managed to knit a hat but George failed to knit a hat. The hat was very colorful.,1,block10,target,trial,Chris managed to knit a hat but George failed to knit a hat.,The hat was very colorful.,3900,5400
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
11_rabbit_failed_failed_pref,Sarah failed to catch a rabbit and Alice failed to catch a rabbit as well. The rabbits were delicious.,0,block11,target,trial,Sarah failed to catch a rabbit and Alice failed to catch a rabbit as well.,The rabbits were delicious.,4500,5700
4_book_failed_failed_pref,Susan failed to write a book and Ben failed to write a book as well. The books are real page-turners.,0,block4,target,trial,Susan failed to write a book and Ben failed to write a book as well.,The books are real page-turners.,4500,6000
3_bear_affirmative_affirmative_sref,Carol saw a bear at the zoo and Jack saw a bear at the zoo too. The bear was taller than expected.,0,block3,target,trial,Carol saw a bear at the zoo and Jack saw a bear at the zoo too.,The bear was taller than expected.,4800,6600
1_dog_affirmative_negation_pref,John owns a dog but Mark doesn't own a dog. The dogs are very cute.,0,block1,target,trial,John owns a dog but Mark doesn't own a dog.,The dogs are very cute.,3000,4500
6_rat_failed_failed_sref,Carla failed to get a pet rat and Linda failed to get a pet rat as well. The rat is very noisy at night.,0,block6,target,trial,Carla failed to get a pet rat and Linda failed to get a pet rat as well.,The rat is very noisy at night.,5100,7200
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
12_ticket_failed_failed_pref,Thomas failed to book a ticket and Patrick failed to book a ticket as well. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas failed to book a ticket and Patrick failed to book a ticket as well.,The tickets were much cheaper than expected.,4500,6600
7_beer_affirmative_negation_sref,Sam ordered a beer at the bar but Kate didn't order a beer at the bar. The beer was warm.,1,block7,target,trial,Sam ordered a beer at the bar but Kate didn't order a beer at the bar.,The beer was warm.,4800,6000
9_letter_affirmative_affirmative_pref,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too. The letters arrived three days after they were sent.,1,block9,target,trial,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too.,The letters arrived three days after they were sent.,4800,7500
5_shirt_negation_affirmative_pref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirts look amazing.,0,block5,target,trial,Mary didn't find a shirt at the store but Teresa found a shirt at the store.,The shirts look amazing.,4800,6000
15_bone_negation_negation_sref,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either. The bone likely belonged to an extinct bird species.,0,block15,target,trial,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either.,The bone likely belonged to an extinct bird species.,6000,8700
8_cake_failed_failed_pref,Michael failed to bake a cake and Adam failed to bake a cake as well. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael failed to bake a cake and Adam failed to bake a cake as well.,The cakes were the best thing at the picnic.,4500,7200
13_bed_failed_failed_pref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The beds were delivered the next day.,0,block13,target,trial,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The beds were delivered the next day.,4500,6600
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
16_house_affirmative_affirmative_sref,Lisa built a house and Jordan built a house too. The house is the most beautiful building I have ever seen.,0,block16,target,trial,Lisa built a house and Jordan built a house too.,The house is the most beautiful building I have ever seen.,3000,6300
2_car_managed_failed_pref,Lucy managed to rent a car but Ethan failed to rent a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy managed to rent a car but Ethan failed to rent a car.,The cars have a self-driving mode.,3900,5700
14_gin_failed_failed_sref,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well.,The gin tonic was very strong.,5100,6900
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
