id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
13_bed_affirmative_affirmative_sref,Luke bought a bed and Rachel bought a bed too. The bed was delivered the next day.,0,block13,target,trial,Luke bought a bed and Rachel bought a bed too.,The bed was delivered the next day.,3000,5100
15_bone_managed_failed_pref,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition.,The bones likely belonged to an extinct bird species.,6300,9000
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
7_beer_failed_managed_pref,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar. The beers were warm.,0,block7,target,trial,Sam failed to order a beer at the bar but Kate managed to order a beer at the bar.,The beers were warm.,5700,6900
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
6_rat_negation_negation_sref,Carla didn't get a pet rat and Linda didn't get a pet rat either. The rat is very noisy at night.,0,block6,target,trial,Carla didn't get a pet rat and Linda didn't get a pet rat either.,The rat is very noisy at night.,4200,6300
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
1_dog_managed_managed_sref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dog is very cute.,0,block1,target,trial,John managed to adopt a dog and Mark managed to adopt a dog as well.,The dog is very cute.,4500,6000
11_rabbit_negation_negation_sref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. The rabbit was delicious.,0,block11,target,trial,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either.,The rabbit was delicious.,3600,4800
9_letter_managed_managed_sref,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well. The letter arrived three days after it was sent.,0,block9,target,trial,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well.,The letter arrived three days after it was sent.,6300,9000
5_shirt_failed_failed_sref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirt looks amazing.,0,block5,target,trial,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well.,The shirt looks amazing.,6300,7500
14_gin_managed_managed_pref,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well. The gin tonics were very strong.,1,block14,target,trial,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well.,The gin tonics were very strong.,5100,6900
10_hat_negation_affirmative_pref,Chris didn't knit a hat but George knitted a hat. The hats were very colorful.,0,block10,target,trial,Chris didn't knit a hat but George knitted a hat.,The hats were very colorful.,3000,4500
16_house_affirmative_negation_sref,Lisa built a house but Jordan didn't build a house. The house is the most beautiful building I have ever seen.,1,block16,target,trial,Lisa built a house but Jordan didn't build a house.,The house is the most beautiful building I have ever seen.,3000,6300
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
2_car_negation_affirmative_sref,Lucy doesn't have a car but Ethan has a car. The car has a self-driving mode.,1,block2,target,trial,Lucy doesn't have a car but Ethan has a car.,The car has a self-driving mode.,3000,4800
4_book_affirmative_negation_pref,Susan published a book but Ben didn't publish a book. The books are real page-turners.,0,block4,target,trial,Susan published a book but Ben didn't publish a book.,The books are real page-turners.,3000,4500
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
8_cake_managed_managed_pref,Michael managed to bake a cake and Adam managed to bake a cake as well. The cakes were the best thing at the picnic.,1,block8,target,trial,Michael managed to bake a cake and Adam managed to bake a cake as well.,The cakes were the best thing at the picnic.,4500,7200
3_bear_managed_managed_pref,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well. The bears were taller than expected.,1,block3,target,trial,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100
12_ticket_negation_negation_pref,Thomas didn't book a ticket in advance and Patrick didn't book a ticket in advance either. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas didn't book a ticket in advance and Patrick didn't book a ticket in advance either.,The tickets were much cheaper than expected.,4800,6900
