id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
2_car_managed_failed_sref,Lucy managed to rent a car but Ethan failed to rent a car. The car has a self-driving mode.,1,block2,target,trial,Lucy managed to rent a car but Ethan failed to rent a car.,The car has a self-driving mode.,3900,5700
8_cake_affirmative_negation_pref,Michael baked a cake but Adam didn't bake a cake. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael baked a cake but Adam didn't bake a cake.,The cakes were the best thing at the picnic.,3000,5700
16_house_managed_managed_pref,Lisa managed to build a house and Jordan managed to build a house as well. The houses are the most beautiful buildings I have ever seen.,1,block16,target,trial,Lisa managed to build a house and Jordan managed to build a house as well.,The houses are the most beautiful buildings I have ever seen.,4500,7800
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
14_gin_affirmative_affirmative_sref,Dan drank a gin tonic and Jessica drank a gin tonic too. The gin tonic was very strong.,0,block14,target,trial,Dan drank a gin tonic and Jessica drank a gin tonic too.,The gin tonic was very strong.,3600,5400
15_bone_failed_failed_sref,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well. The bone likely belonged to an extinct bird species.,0,block15,target,trial,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well.,The bone likely belonged to an extinct bird species.,6900,9600
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
10_hat_affirmative_negation_sref,Chris knitted a hat but George didn't knit a hat. The hat was very colorful.,1,block10,target,trial,Chris knitted a hat but George didn't knit a hat.,The hat was very colorful.,3000,4500
11_rabbit_affirmative_affirmative_sref,Sarah caught a rabbit and Alice caught a rabbit too. The rabbit was delicious.,0,block11,target,trial,Sarah caught a rabbit and Alice caught a rabbit too.,The rabbit was delicious.,3000,4200
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
4_book_negation_affirmative_sref,Susan didn't publish a book but Ben published a book. The book is a real page-turner.,1,block4,target,trial,Susan didn't publish a book but Ben published a book.,The book is a real page-turner.,3000,4800
3_bear_negation_negation_sref,Carol didn't see a bear at the zoo and Jack didn't see a bear at the zoo either. The bear was taller than expected.,0,block3,target,trial,Carol didn't see a bear at the zoo and Jack didn't see a bear at the zoo either.,The bear was taller than expected.,5400,7200
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,block1,target,trial,John managed to adopt a dog and Mark managed to adopt a dog as well.,The dogs are very cute.,4500,6000
9_letter_failed_failed_pref,Carolyn failed to write a letter to her parents and Jennifer failed to write a letter to her parents as well. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn failed to write a letter to her parents and Jennifer failed to write a letter to her parents as well.,The letters arrived three days after they were sent.,6300,9000
7_beer_managed_failed_pref,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar. The beers were warm.,0,block7,target,trial,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar.,The beers were warm.,5700,6900
13_bed_failed_managed_pref,Luke failed to buy a bed but Rachel managed to buy a bed. The beds were delivered the next day.,0,block13,target,trial,Luke failed to buy a bed but Rachel managed to buy a bed.,The beds were delivered the next day.,3900,6000
5_shirt_affirmative_affirmative_sref,Mary found a shirt at the store and Teresa found a shirt at the store too. The shirt looks amazing.,0,block5,target,trial,Mary found a shirt at the store and Teresa found a shirt at the store too.,The shirt looks amazing.,4800,6000
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
12_ticket_affirmative_affirmative_pref,Thomas booked a ticket in advance and Patrick booked a ticket in advance too. The tickets were much cheaper than expected.,1,block12,target,trial,Thomas booked a ticket in advance and Patrick booked a ticket in advance too.,The tickets were much cheaper than expected.,4200,6300
6_rat_managed_managed_pref,Carla managed to get a pet rat and Linda managed to get a pet rat as well. The rats are very noisy at night.,1,block6,target,trial,Carla managed to get a pet rat and Linda managed to get a pet rat as well.,The rats are very noisy at night.,5100,7200
