id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
11_rabbit_affirmative_negation_sref,Sarah caught a rabbit but Alice didn't catch a rabbit. The rabbit was delicious.,1,block11,target,trial,Sarah caught a rabbit but Alice didn't catch a rabbit.,The rabbit was delicious.,3000,4200
14_gin_negation_negation_pref,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either. The gin tonics were very strong.,0,block14,target,trial,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either.,The gin tonics were very strong.,4200,6000
12_ticket_affirmative_affirmative_sref,Thomas booked a ticket in advance and Patrick booked a ticket in advance too. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas booked a ticket in advance and Patrick booked a ticket in advance too.,The ticket was much cheaper than expected.,4200,6300
3_bear_managed_failed_sref,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo. The bear was taller than expected.,1,block3,target,trial,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo.,The bear was taller than expected.,5700,7500
16_house_negation_negation_sref,Lisa didn't build a house and Jordan didn't build a house either. The house is the most beautiful building I have ever seen.,0,block16,target,trial,Lisa didn't build a house and Jordan didn't build a house either.,The house is the most beautiful building I have ever seen.,3600,6900
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,block2,target,trial,Lucy has a car but Ethan doesn't have a car.,The car has a self-driving mode.,3000,4800
9_letter_failed_managed_pref,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents.,The letters arrived three days after they were sent.,5700,8400
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
5_shirt_negation_negation_pref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirts look amazing.,0,block5,target,trial,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either.,The shirts look amazing.,5400,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
8_cake_affirmative_affirmative_sref,Michael baked a cake and Adam baked a cake too. The cake was the best thing at the picnic.,0,block8,target,trial,Michael baked a cake and Adam baked a cake too.,The cake was the best thing at the picnic.,3000,5700
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
4_book_negation_negation_pref,Susan didn't publish a book and Ben didn't publish a book either. The books are real page-turners.,0,block4,target,trial,Susan didn't publish a book and Ben didn't publish a book either.,The books are real page-turners.,3600,5100
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
1_dog_affirmative_affirmative_pref,John owns a dog and Mark owns a dog too. The dogs are very cute.,1,block1,target,trial,John owns a dog and Mark owns a dog too.,The dogs are very cute.,3000,4500
7_beer_affirmative_affirmative_pref,Sam ordered a beer at the bar and Kate ordered a beer at the bar too. The beers were warm.,1,block7,target,trial,Sam ordered a beer at the bar and Kate ordered a beer at the bar too.,The beers were warm.,4800,6000
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
6_rat_negation_affirmative_sref,Carla didn't get a pet rat but Linda got a pet rat. The rat is very noisy at night.,1,block6,target,trial,Carla didn't get a pet rat but Linda got a pet rat.,The rat is very noisy at night.,3600,5700
10_hat_affirmative_negation_pref,Chris knitted a hat but George didn't knit a hat. The hats were very colorful.,0,block10,target,trial,Chris knitted a hat but George didn't knit a hat.,The hats were very colorful.,3000,4500
13_bed_negation_negation_sref,Luke didn't buy a bed and Rachel didn't buy a bed either. The bed was delivered the next day.,0,block13,target,trial,Luke didn't buy a bed and Rachel didn't buy a bed either.,The bed was delivered the next day.,3600,5700
15_bone_affirmative_negation_sref,David discovered a bone on his archeological expedition but Andy didn't discover a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,trial,David discovered a bone on his archeological expedition but Andy didn't discover a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,5400,8100
