id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
2_car_negation_negation_pref,Lucy doesn't have a car and Ethan doesn't have a car either. The cars have a self-driving mode.,0,block2,target,trial,Lucy doesn't have a car and Ethan doesn't have a car either.,The cars have a self-driving mode.,3600,5400
filler7,Andy had to walk to school every day because no other means of transportation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
6_rat_managed_managed_sref,Carla managed to get a pet rat and Linda managed to get a pet rat as well. The rat is very noisy at night.,0,block6,target,trial,Carla managed to get a pet rat and Linda managed to get a pet rat as well.,The rat is very noisy at night.,5100,7200
5_shirt_negation_negation_sref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirt looks amazing.,0,block5,target,trial,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either.,The shirt looks amazing.,5400,6600
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
11_rabbit_negation_negation_pref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. The rabbits were delicious.,0,block11,target,trial,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either.,The rabbits were delicious.,3600,4800
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
3_bear_negation_affirmative_pref,Carol didn't see a bear at the zoo but Jack saw a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol didn't see a bear at the zoo but Jack saw a bear at the zoo.,The bears were taller than expected.,4800,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
14_gin_negation_negation_sref,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either. The gin tonic was very strong.,0,block14,target,trial,Dan didn't drink a gin tonic and Jessica didn't drink a gin tonic either.,The gin tonic was very strong.,4200,6000
4_book_failed_managed_pref,Susan failed to write a book but Ben managed to write a book. The books are real page-turners.,0,block4,target,trial,Susan failed to write a book but Ben managed to write a book.,The books are real page-turners.,3900,5400
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
10_hat_negation_negation_pref,Chris didn't knit a hat and George didn't knit a hat either. The hats were very colorful.,0,block10,target,trial,Chris didn't knit a hat and George didn't knit a hat either.,The hats were very colorful.,3600,5100
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
12_ticket_managed_failed_pref,Thomas managed to book a ticket but Patrick failed to book a ticket. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas managed to book a ticket but Patrick failed to book a ticket.,The tickets were much cheaper than expected.,3900,6000
15_bone_managed_managed_pref,David managed to discover a bone on his archeological expedition and Andy managed to discover a bone on his archeological expedition as well. The bones likely belonged to an extinct bird species.,1,block15,target,trial,David managed to discover a bone on his archeological expedition and Andy managed to discover a bone on his archeological expedition as well.,The bones likely belonged to an extinct bird species.,6900,9600
9_letter_managed_managed_pref,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well. The letters arrived three days after they were sent.,1,block9,target,trial,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well.,The letters arrived three days after they were sent.,6300,9000
13_bed_managed_failed_sref,Luke managed to buy a bed but Rachel failed to buy a bed. The bed was delivered the next day.,1,block13,target,trial,Luke managed to buy a bed but Rachel failed to buy a bed.,The bed was delivered the next day.,3900,6000
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
1_dog_affirmative_negation_sref,John owns a dog but Mark doesn't own a dog. The dog is very cute.,1,block1,target,trial,John owns a dog but Mark doesn't own a dog.,The dog is very cute.,3000,4500
7_beer_negation_negation_pref,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either. The beers were warm.,0,block7,target,trial,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either.,The beers were warm.,5400,6600
8_cake_affirmative_affirmative_pref,Michael baked a cake and Adam baked a cake too. The cakes were the best thing at the picnic.,1,block8,target,trial,Michael baked a cake and Adam baked a cake too.,The cakes were the best thing at the picnic.,3000,5700
16_house_negation_affirmative_sref,Lisa didn't build a house but Jordan built a house. The house is the most beautiful building I have ever seen.,1,block16,target,trial,Lisa didn't build a house but Jordan built a house.,The house is the most beautiful building I have ever seen.,3000,6300
