id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
7_beer_managed_failed_sref,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar. The beer was warm.,1,block7,target,trial,Sam managed to order a beer at the bar but Kate failed to order a beer at the bar.,The beer was warm.,5700,6900
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
2_car_doubt_know_pref,I doubt that Lucy has a car but I know that Ethan has a car. The cars have a self-driving mode.,0,block2,target,trial,I doubt that Lucy has a car but I know that Ethan has a car.,The cars have a self-driving mode.,4500,6300
9_letter_affirmative_negation_pref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents.,The letters arrived three days after they were sent.,4800,7500
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
4_book_negation_affirmative_pref,Susan didn't publish a book but Ben published a book. The books are real page-turners.,0,block4,target,trial,Susan didn't publish a book but Ben published a book.,The books are real page-turners.,3000,4500
13_bed_failed_failed_sref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The bed was delivered the next day.,0,block13,target,trial,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The bed was delivered the next day.,4500,6600
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
6_rat_affirmative_affirmative_pref,Carla got a pet rat and Linda got a pet rat too. The rats are very noisy at night.,1,block6,target,trial,Carla got a pet rat and Linda got a pet rat too.,The rats are very noisy at night.,3600,5700
10_hat_know_know_pref,I know that Chris knitted a hat and I know that George knitted a hat as well. The hats were very colorful.,1,block10,target,trial,I know that Chris knitted a hat and I know that George knitted a hat as well.,The hats were very colorful.,5100,6600
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
15_bone_failed_failed_pref,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David failed to discover a bone on his archeological expedition and Andy failed to discover a bone on his archeological expedition as well.,The bones likely belonged to an extinct bird species.,6900,9600
1_dog_negation_affirmative_sref,John doesn't own a dog but Mark owns a dog. The dog is very cute.,1,block1,target,trial,John doesn't own a dog but Mark owns a dog.,The dog is very cute.,3000,4500
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
12_ticket_affirmative_affirmative_sref,Thomas booked a ticket in advance and Patrick booked a ticket in advance too. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas booked a ticket in advance and Patrick booked a ticket in advance too.,The ticket was much cheaper than expected.,4200,6300
11_rabbit_know_doubt_pref,I know that Sarah caught a rabbit but I doubt that Alice caught a rabbit. The rabbits made a fantastic dinner.,0,block11,target,trial,I know that Sarah caught a rabbit but I doubt that Alice caught a rabbit.,The rabbits made a fantastic dinner.,4500,6300
16_house_affirmative_negation_pref,Lisa built a house but Jordan didn't build a house. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,Lisa built a house but Jordan didn't build a house.,The houses are the most beautiful buildings I have ever seen.,3000,6300
3_bear_affirmative_affirmative_sref,Carol saw a bear at the zoo and Jack saw a bear at the zoo too. The bear was taller than expected.,0,block3,target,trial,Carol saw a bear at the zoo and Jack saw a bear at the zoo too.,The bear was taller than expected.,4800,6600
14_gin_doubt_doubt_pref,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well. The gin tonics were very strong.,0,block14,target,trial,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well.,The gin tonics were very strong.,5700,7500
5_shirt_negation_affirmative_sref,Mary didn't find a shirt at the store but Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,trial,Mary didn't find a shirt at the store but Teresa found a shirt at the store.,The shirt looks amazing.,4800,6000
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
8_cake_negation_negation_pref,Michael didn't bake a cake and Adam didn't bake a cake either. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael didn't bake a cake and Adam didn't bake a cake either.,The cakes were the best thing at the picnic.,3600,6300
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
