id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
5_shirt_know_know_pref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirts look amazing.,1,block5,target,trial,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well.,The shirts look amazing.,6900,8100
10_hat_know_doubt_pref,I know that Chris knitted a hat but I doubt that George knitted a hat. The hats were very colorful.,0,block10,target,trial,I know that Chris knitted a hat but I doubt that George knitted a hat.,The hats were very colorful.,4500,6000
13_bed_doubt_know_sref,I doubt that Luke bought a bed but I know that Rachel bought a bed. The bed was delivered the next day.,1,block13,target,trial,I doubt that Luke bought a bed but I know that Rachel bought a bed.,The bed was delivered the next day.,4500,6600
2_car_failed_managed_sref,Lucy failed to rent a car but Ethan managed to rent a car. The car has a self-driving mode.,1,block2,target,trial,Lucy failed to rent a car but Ethan managed to rent a car.,The car has a self-driving mode.,3900,5700
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
6_rat_failed_failed_sref,Carla failed to get a pet rat and Linda failed to get a pet rat as well. The rat is very noisy at night.,0,block6,target,trial,Carla failed to get a pet rat and Linda failed to get a pet rat as well.,The rat is very noisy at night.,5100,7200
3_bear_managed_managed_pref,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well. The bears were taller than expected.,1,block3,target,trial,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100
7_beer_failed_failed_pref,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well. The beers were warm.,0,block7,target,trial,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well.,The beers were warm.,6300,7500
4_book_affirmative_affirmative_pref,Susan published a book and Ben published a book too. The books are real page-turners.,1,block4,target,trial,Susan published a book and Ben published a book too.,The books are real page-turners.,3000,4500
1_dog_affirmative_affirmative_sref,John owns a dog and Mark owns a dog too. The dog is very cute.,0,block1,target,trial,John owns a dog and Mark owns a dog too.,The dog is very cute.,3000,4500
16_house_failed_managed_sref,Lisa failed to build a house but Jordan managed to build a house. The house is the most beautiful building I have ever seen.,1,block16,target,trial,Lisa failed to build a house but Jordan managed to build a house.,The house is the most beautiful building I have ever seen.,3900,7200
12_ticket_negation_affirmative_pref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The tickets were much cheaper than expected.,4200,6300
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
14_gin_doubt_doubt_sref,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,I doubt that Dan drank a gin tonic and I doubt that Jessica drank a gin tonic as well.,The gin tonic was very strong.,5700,7500
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
11_rabbit_negation_affirmative_sref,Sarah didn't catch a rabbit but Alice caught a rabbit. The rabbit made a fantastic dinner.,1,block11,target,trial,Sarah didn't catch a rabbit but Alice caught a rabbit.,The rabbit made a fantastic dinner.,3000,4800
9_letter_affirmative_affirmative_sref,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too. The letter arrived three days after it was sent.,0,block9,target,trial,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too.,The letter arrived three days after it was sent.,4800,7500
8_cake_affirmative_negation_sref,Michael baked a cake but Adam didn't bake a cake. The cake was the best thing at the picnic.,1,block8,target,trial,Michael baked a cake but Adam didn't bake a cake.,The cake was the best thing at the picnic.,3000,5700
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
15_bone_managed_managed_sref,David managed to discover a bone on his archeological expedition and Andy managed to discover a bone on his archeological expedition as well. The bone likely belonged to an extinct bird species.,0,block15,target,trial,David managed to discover a bone on his archeological expedition and Andy managed to discover a bone on his archeological expedition as well.,The bone likely belonged to an extinct bird species.,6900,9600
