id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
7_beer_affirmative_affirmative_sref,Sam ordered a beer at the bar and Kate ordered a beer at the bar too. The beer was warm.,0,block7,target,trial,Sam ordered a beer at the bar and Kate ordered a beer at the bar too.,The beer was warm.,4800,6000
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
12_ticket_doubt_know_pref,I doubt that Thomas booked a ticket in advance but I know that Patrick booked a ticket in advance. The tickets were much cheaper than expected.,0,block12,target,trial,I doubt that Thomas booked a ticket in advance but I know that Patrick booked a ticket in advance.,The tickets were much cheaper than expected.,5700,7800
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
9_letter_failed_managed_pref,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn failed to write a letter to her parents but Jennifer managed to write a letter to her parents.,The letters arrived three days after they were sent.,5700,8400
1_dog_failed_managed_pref,John failed to adopt a dog but Mark managed to adopt a dog. The dogs are very cute.,0,block1,target,trial,John failed to adopt a dog but Mark managed to adopt a dog.,The dogs are very cute.,3900,5400
4_book_managed_failed_sref,Susan managed to write a book but Ben failed to write a book. The book is a real page-turner.,1,block4,target,trial,Susan managed to write a book but Ben failed to write a book.,The book is a real page-turner.,3900,5700
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
3_bear_affirmative_negation_sref,Carol saw a bear at the zoo but Jack didn't see a bear at the zoo. The bear was taller than expected.,1,block3,target,trial,Carol saw a bear at the zoo but Jack didn't see a bear at the zoo.,The bear was taller than expected.,4800,6600
2_car_failed_failed_pref,Lucy failed to rent a car and Ethan failed to rent a car as well. The cars have a self-driving mode.,0,block2,target,trial,Lucy failed to rent a car and Ethan failed to rent a car as well.,The cars have a self-driving mode.,4500,6300
10_hat_negation_affirmative_pref,Chris didn't knit a hat but George knitted a hat. The hats were very colorful.,0,block10,target,trial,Chris didn't knit a hat but George knitted a hat.,The hats were very colorful.,3000,4500
5_shirt_affirmative_negation_pref,Mary found a shirt at the store but Teresa didn't find a shirt at the store. The shirts look amazing.,0,block5,target,trial,Mary found a shirt at the store but Teresa didn't find a shirt at the store.,The shirts look amazing.,4800,6000
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
8_cake_know_know_pref,I know that Michael baked a cake and I know that Adam baked a cake as well. The cakes were the best thing at the picnic.,1,block8,target,trial,I know that Michael baked a cake and I know that Adam baked a cake as well.,The cakes were the best thing at the picnic.,5100,7800
11_rabbit_doubt_know_sref,I doubt that Sarah caught a rabbit but I know that Alice caught a rabbit. The rabbit made a fantastic dinner.,1,block11,target,trial,I doubt that Sarah caught a rabbit but I know that Alice caught a rabbit.,The rabbit made a fantastic dinner.,4500,6300
14_gin_know_know_pref,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well. The gin tonics were very strong.,1,block14,target,trial,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well.,The gin tonics were very strong.,5700,7500
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
16_house_affirmative_negation_sref,Lisa built a house but Jordan didn't build a house. The house is the most beautiful building I have ever seen.,1,block16,target,trial,Lisa built a house but Jordan didn't build a house.,The house is the most beautiful building I have ever seen.,3000,6300
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
15_bone_negation_negation_pref,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David didn't discover a bone on his archeological expedition and Andy didn't discover a bone on his archeological expedition either.,The bones likely belonged to an extinct bird species.,6000,8700
6_rat_negation_affirmative_pref,Carla didn't get a pet rat but Linda got a pet rat. The rats are very noisy at night.,0,block6,target,trial,Carla didn't get a pet rat but Linda got a pet rat.,The rats are very noisy at night.,3600,5700
13_bed_affirmative_affirmative_pref,Luke bought a bed and Rachel bought a bed too. The beds were delivered the next day.,1,block13,target,trial,Luke bought a bed and Rachel bought a bed too.,The beds were delivered the next day.,3000,5100
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
