id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
15_bone_know_doubt_pref,I know that David discovered a bone on his archeological expedition but I doubt that Andy discovered a bone on his archeological expedition. The bones likely belonged to an extinct bird species.,0,block15,target,trial,I know that David discovered a bone on his archeological expedition but I doubt that Andy discovered a bone on his archeological expedition.,The bones likely belonged to an extinct bird species.,6900,9600
6_rat_negation_affirmative_sref,Carla didn't get a pet rat but Linda got a pet rat. The rat is very noisy at night.,1,block6,target,trial,Carla didn't get a pet rat but Linda got a pet rat.,The rat is very noisy at night.,3600,5700
2_car_failed_failed_sref,Lucy failed to rent a car and Ethan failed to rent a car as well. The car has a self-driving mode.,0,block2,target,trial,Lucy failed to rent a car and Ethan failed to rent a car as well.,The car has a self-driving mode.,4500,6300
7_beer_negation_affirmative_pref,Sam didn't order a beer at the bar but Kate ordered a beer at the bar. The beers were warm.,0,block7,target,trial,Sam didn't order a beer at the bar but Kate ordered a beer at the bar.,The beers were warm.,4800,6000
11_rabbit_doubt_doubt_sref,I doubt that Sarah caught a rabbit and I doubt that Alice caught a rabbit as well. The rabbit made a fantastic dinner.,0,block11,target,trial,I doubt that Sarah caught a rabbit and I doubt that Alice caught a rabbit as well.,The rabbit made a fantastic dinner.,5100,6900
4_book_negation_negation_pref,Susan didn't publish a book and Ben didn't publish a book either. The books are real page-turners.,0,block4,target,trial,Susan didn't publish a book and Ben didn't publish a book either.,The books are real page-turners.,3600,5100
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
16_house_know_know_pref,I know that Lisa built a house and I know that Jordan built a house as well. The houses are the most beautiful buildings I have ever seen.,1,block16,target,trial,I know that Lisa built a house and I know that Jordan built a house as well.,The houses are the most beautiful buildings I have ever seen.,5100,8400
8_cake_failed_failed_pref,Michael failed to bake a cake and Adam failed to bake a cake as well. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael failed to bake a cake and Adam failed to bake a cake as well.,The cakes were the best thing at the picnic.,4500,7200
1_dog_failed_failed_pref,John failed to adopt a dog and Mark failed to adopt a dog as well. The dogs are very cute.,0,block1,target,trial,John failed to adopt a dog and Mark failed to adopt a dog as well.,The dogs are very cute.,4500,6000
12_ticket_failed_managed_pref,Thomas failed to book a ticket but Patrick managed to book a ticket. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas failed to book a ticket but Patrick managed to book a ticket.,The tickets were much cheaper than expected.,3900,6000
10_hat_managed_failed_sref,Chris managed to knit a hat but George failed to knit a hat. The hat was very colorful.,1,block10,target,trial,Chris managed to knit a hat but George failed to knit a hat.,The hat was very colorful.,3900,5400
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
5_shirt_managed_failed_sref,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store. The shirt looks amazing.,1,block5,target,trial,Mary managed to find a shirt at the store but Teresa failed to find a shirt at the store.,The shirt looks amazing.,5700,6900
13_bed_failed_failed_pref,Luke failed to buy a bed and Rachel failed to buy a bed as well. The beds were delivered the next day.,0,block13,target,trial,Luke failed to buy a bed and Rachel failed to buy a bed as well.,The beds were delivered the next day.,4500,6600
3_bear_know_know_pref,I know that Carol saw a bear at the zoo and I know that Jack saw a bear at the zoo as well. The bears were taller than expected.,1,block3,target,trial,I know that Carol saw a bear at the zoo and I know that Jack saw a bear at the zoo as well.,The bears were taller than expected.,6900,8700
9_letter_negation_negation_sref,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either. The letter arrived three days after it was sent.,0,block9,target,trial,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either.,The letter arrived three days after it was sent.,5400,8100
14_gin_doubt_know_sref,I doubt that Dan drank a gin tonic but I know that Jessica drank a gin tonic. The gin tonic was very strong.,1,block14,target,trial,I doubt that Dan drank a gin tonic but I know that Jessica drank a gin tonic.,The gin tonic was very strong.,5100,6900
