id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
9_letter_managed_managed_sref,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well. The letter arrived three days after it was sent.,0,block9,target,trial,Carolyn managed to write a letter to her parents and Jennifer managed to write a letter to her parents as well.,The letter arrived three days after it was sent.,6300,9000
1_dog_managed_failed_sref,John managed to adopt a dog but Mark failed to adopt a dog. The dog is very cute.,1,block1,target,trial,John managed to adopt a dog but Mark failed to adopt a dog.,The dog is very cute.,3900,5400
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
13_bed_know_know_sref,I know that Luke bought a bed and I know that Rachel bought a bed as well. The bed was delivered the next day.,0,block13,target,trial,I know that Luke bought a bed and I know that Rachel bought a bed as well.,The bed was delivered the next day.,5100,7200
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
8_cake_doubt_doubt_pref,I doubt that Michael baked a cake and I doubt that Adam baked a cake as well. The cakes were the best thing at the picnic.,0,block8,target,trial,I doubt that Michael baked a cake and I doubt that Adam baked a cake as well.,The cakes were the best thing at the picnic.,5100,7800
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
15_bone_negation_affirmative_sref,David didn't discover a bone on his archeological expedition but Andy discovered a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,trial,David didn't discover a bone on his archeological expedition but Andy discovered a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,5400,8100
5_shirt_doubt_doubt_sref,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well. The shirt looks amazing.,0,block5,target,trial,I doubt that Mary found a shirt at the store and I doubt that Teresa found a shirt at the store as well.,The shirt looks amazing.,6900,8100
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
11_rabbit_managed_failed_sref,Sarah managed to catch a rabbit but Alice failed to catch a rabbit. The rabbit made a fantastic dinner.,1,block11,target,trial,Sarah managed to catch a rabbit but Alice failed to catch a rabbit.,The rabbit made a fantastic dinner.,3900,5700
14_gin_managed_managed_sref,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well.,The gin tonic was very strong.,5100,6900
12_ticket_doubt_doubt_sref,I doubt that Thomas booked a ticket in advance and I doubt that Patrick booked a ticket in advance as well. The ticket was much cheaper than expected.,0,block12,target,trial,I doubt that Thomas booked a ticket in advance and I doubt that Patrick booked a ticket in advance as well.,The ticket was much cheaper than expected.,6300,8400
16_house_doubt_doubt_sref,I doubt that Lisa built a house and I doubt that Jordan built a house as well. The house is the most beautiful building I have ever seen.,0,block16,target,trial,I doubt that Lisa built a house and I doubt that Jordan built a house as well.,The house is the most beautiful building I have ever seen.,5100,8400
2_car_managed_failed_pref,Lucy managed to rent a car but Ethan failed to rent a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy managed to rent a car but Ethan failed to rent a car.,The cars have a self-driving mode.,3900,5700
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
4_book_doubt_know_pref,I doubt that Susan published a book but I know that Ben published a book. The books are real page-turners.,0,block4,target,trial,I doubt that Susan published a book but I know that Ben published a book.,The books are real page-turners.,4500,6000
10_hat_negation_affirmative_sref,Chris didn't knit a hat but George knitted a hat. The hat was very colorful.,1,block10,target,trial,Chris didn't knit a hat but George knitted a hat.,The hat was very colorful.,3000,4500
6_rat_affirmative_negation_pref,Carla got a pet rat but Linda didn't get a pet rat. The rats are very noisy at night.,0,block6,target,trial,Carla got a pet rat but Linda didn't get a pet rat.,The rats are very noisy at night.,3600,5700
3_bear_affirmative_negation_pref,Carol saw a bear at the zoo but Jack didn't see a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol saw a bear at the zoo but Jack didn't see a bear at the zoo.,The bears were taller than expected.,4800,6600
7_beer_affirmative_negation_pref,Sam ordered a beer at the bar but Kate didn't order a beer at the bar. The beers were warm.,0,block7,target,trial,Sam ordered a beer at the bar but Kate didn't order a beer at the bar.,The beers were warm.,4800,6000
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
