id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
6_rat_negation_negation_sref,Carla didn't get a pet rat and Linda didn't get a pet rat either. The rat is very noisy at night.,0,block6,target,trial,Carla didn't get a pet rat and Linda didn't get a pet rat either.,The rat is very noisy at night.,4200,6300
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
2_car_managed_managed_pref,Lucy managed to rent a car and Ethan managed to rent a car as well. The cars have a self-driving mode.,1,block2,target,trial,Lucy managed to rent a car and Ethan managed to rent a car as well.,The cars have a self-driving mode.,4500,6300
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
4_book_managed_managed_sref,Susan managed to write a book and Ben managed to write a book as well. The book is a real page-turner.,0,block4,target,trial,Susan managed to write a book and Ben managed to write a book as well.,The book is a real page-turner.,4500,6300
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
15_bone_failed_managed_pref,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition.,The bones likely belonged to an extinct bird species.,6300,9000
5_shirt_doubt_know_sref,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,trial,I doubt that Mary found a shirt at the store but I know that Teresa found a shirt at the store.,The shirt looks amazing.,6300,7500
1_dog_know_know_sref,I know that John owns a dog and I know that Mark owns a dog as well. The dog is very cute.,0,block1,target,trial,I know that John owns a dog and I know that Mark owns a dog as well.,The dog is very cute.,5100,6600
7_beer_doubt_know_pref,I doubt that Sam ordered a beer at the bar but I know that Kate ordered a beer at the bar. The beers were warm.,0,block7,target,trial,I doubt that Sam ordered a beer at the bar but I know that Kate ordered a beer at the bar.,The beers were warm.,6300,7500
13_bed_know_doubt_pref,I know that Luke bought a bed but I doubt that Rachel bought a bed. The beds were delivered the next day.,0,block13,target,trial,I know that Luke bought a bed but I doubt that Rachel bought a bed.,The beds were delivered the next day.,4500,6600
14_gin_affirmative_affirmative_sref,Dan drank a gin tonic and Jessica drank a gin tonic too. The gin tonic was very strong.,0,block14,target,trial,Dan drank a gin tonic and Jessica drank a gin tonic too.,The gin tonic was very strong.,3600,5400
12_ticket_affirmative_negation_sref,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,trial,Thomas booked a ticket in advance but Patrick didn't book a ticket in advance.,The ticket was much cheaper than expected.,4200,6300
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
8_cake_managed_failed_sref,Michael managed to bake a cake but Adam failed to bake a cake. The cake was the best thing at the picnic.,1,block8,target,trial,Michael managed to bake a cake but Adam failed to bake a cake.,The cake was the best thing at the picnic.,3900,6600
3_bear_failed_managed_pref,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol failed to see a bear at the zoo but Jack managed to see a bear at the zoo.,The bears were taller than expected.,5700,7500
11_rabbit_affirmative_negation_sref,Sarah caught a rabbit but Alice didn't catch a rabbit. The rabbit made a fantastic dinner.,1,block11,target,trial,Sarah caught a rabbit but Alice didn't catch a rabbit.,The rabbit made a fantastic dinner.,3000,4800
9_letter_negation_affirmative_sref,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,trial,Carolyn didn't write a letter to her parents but Jennifer wrote a letter to her parents.,The letter arrived three days after it was sent.,4800,7500
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
16_house_managed_failed_pref,Lisa managed to build a house but Jordan failed to build a house. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,Lisa managed to build a house but Jordan failed to build a house.,The houses are the most beautiful buildings I have ever seen.,3900,7200
10_hat_affirmative_affirmative_sref,Chris knitted a hat and George knitted a hat too. The hat was very colorful.,0,block10,target,trial,Chris knitted a hat and George knitted a hat too.,The hat was very colorful.,3000,4500
