id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
16_house_failed_managed_pref,Lisa failed to build a house but Jordan managed to build a house. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,Lisa failed to build a house but Jordan managed to build a house.,The houses are the most beautiful buildings I have ever seen.,3900,7200
13_bed_managed_failed_sref,Luke managed to buy a bed but Rachel failed to buy a bed. The bed was delivered the next day.,1,block13,target,trial,Luke managed to buy a bed but Rachel failed to buy a bed.,The bed was delivered the next day.,3900,6000
15_bone_failed_managed_sref,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,trial,David failed to discover a bone on his archeological expedition but Andy managed to discover a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,6300,9000
7_beer_negation_negation_pref,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either. The beers were warm.,0,block7,target,trial,Sam didn't order a beer at the bar and Kate didn't order a beer at the bar either.,The beers were warm.,5400,6600
12_ticket_know_know_sref,I know that Thomas booked a ticket in advance and I know that Patrick booked a ticket in advance as well. The ticket was much cheaper than expected.,0,block12,target,trial,I know that Thomas booked a ticket in advance and I know that Patrick booked a ticket in advance as well.,The ticket was much cheaper than expected.,6300,8400
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
1_dog_managed_failed_pref,John managed to adopt a dog but Mark failed to adopt a dog. The dogs are very cute.,0,block1,target,trial,John managed to adopt a dog but Mark failed to adopt a dog.,The dogs are very cute.,3900,5400
8_cake_doubt_know_pref,I doubt that Michael baked a cake but I know that Adam baked a cake. The cakes were the best thing at the picnic.,0,block8,target,trial,I doubt that Michael baked a cake but I know that Adam baked a cake.,The cakes were the best thing at the picnic.,4500,7200
9_letter_doubt_doubt_sref,I doubt that Carolyn wrote a letter to her parents and I doubt that Jennifer wrote a letter to her parents as well. The letter arrived three days after it was sent.,0,block9,target,trial,I doubt that Carolyn wrote a letter to her parents and I doubt that Jennifer wrote a letter to her parents as well.,The letter arrived three days after it was sent.,6900,9600
3_bear_know_know_sref,I know that Carol saw a bear at the zoo and I know that Jack saw a bear at the zoo as well. The bear was taller than expected.,0,block3,target,trial,I know that Carol saw a bear at the zoo and I know that Jack saw a bear at the zoo as well.,The bear was taller than expected.,6900,8700
2_car_affirmative_negation_sref,Lucy has a car but Ethan doesn't have a car. The car has a self-driving mode.,1,block2,target,trial,Lucy has a car but Ethan doesn't have a car.,The car has a self-driving mode.,3000,4800
5_shirt_know_doubt_sref,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store. The shirt looks amazing.,1,block5,target,trial,I know that Mary found a shirt at the store but I doubt that Teresa found a shirt at the store.,The shirt looks amazing.,6300,7500
11_rabbit_affirmative_affirmative_pref,Sarah caught a rabbit and Alice caught a rabbit too. The rabbits made a fantastic dinner.,1,block11,target,trial,Sarah caught a rabbit and Alice caught a rabbit too.,The rabbits made a fantastic dinner.,3000,4800
10_hat_doubt_know_sref,I doubt that Chris knitted a hat but I know that George knitted a hat. The hat was very colorful.,1,block10,target,trial,I doubt that Chris knitted a hat but I know that George knitted a hat.,The hat was very colorful.,4500,6000
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
14_gin_managed_managed_pref,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well. The gin tonics were very strong.,1,block14,target,trial,Dan managed to mix a gin tonic and Jessica managed to mix a gin tonic as well.,The gin tonics were very strong.,5100,6900
6_rat_managed_failed_sref,Carla managed to get a pet rat but Linda failed to get a pet rat. The rat is very noisy at night.,1,block6,target,trial,Carla managed to get a pet rat but Linda failed to get a pet rat.,The rat is very noisy at night.,4500,6600
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
4_book_know_know_pref,I know that Susan published a book and I know that Ben published a book as well. The books are real page-turners.,1,block4,target,trial,I know that Susan published a book and I know that Ben published a book as well.,The books are real page-turners.,5100,6600
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
