id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
15_bone_managed_failed_sref,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,trial,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,6300,9000
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
4_book_affirmative_negation_sref,Susan published a book but Ben didn't publish a book. The book is a real page-turner.,1,block4,target,trial,Susan published a book but Ben didn't publish a book.,The book is a real page-turner.,3000,4800
13_bed_managed_managed_pref,Luke managed to buy a bed and Rachel managed to buy a bed as well. The beds were delivered the next day.,1,block13,target,trial,Luke managed to buy a bed and Rachel managed to buy a bed as well.,The beds were delivered the next day.,4500,6600
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
1_dog_managed_managed_pref,John managed to adopt a dog and Mark managed to adopt a dog as well. The dogs are very cute.,1,block1,target,trial,John managed to adopt a dog and Mark managed to adopt a dog as well.,The dogs are very cute.,4500,6000
16_house_negation_negation_sref,Lisa didn't build a house and Jordan didn't build a house either. The house is the most beautiful building I have ever seen.,0,block16,target,trial,Lisa didn't build a house and Jordan didn't build a house either.,The house is the most beautiful building I have ever seen.,3600,6900
8_cake_managed_managed_sref,Michael managed to bake a cake and Adam managed to bake a cake as well. The cake was the best thing at the picnic.,0,block8,target,trial,Michael managed to bake a cake and Adam managed to bake a cake as well.,The cake was the best thing at the picnic.,4500,7200
11_rabbit_managed_failed_pref,Sarah managed to catch a rabbit but Alice failed to catch a rabbit. The rabbits made a fantastic dinner.,0,block11,target,trial,Sarah managed to catch a rabbit but Alice failed to catch a rabbit.,The rabbits made a fantastic dinner.,3900,5700
14_gin_failed_failed_sref,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,Dan failed to mix a gin tonic and Jessica failed to mix a gin tonic as well.,The gin tonic was very strong.,5100,6900
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
2_car_negation_affirmative_pref,Lucy doesn't have a car but Ethan has a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy doesn't have a car but Ethan has a car.,The cars have a self-driving mode.,3000,4800
10_hat_failed_failed_pref,Chris failed to knit a hat and George failed to knit a hat as well. The hats were very colorful.,0,block10,target,trial,Chris failed to knit a hat and George failed to knit a hat as well.,The hats were very colorful.,4500,6000
7_beer_failed_failed_sref,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well. The beer was warm.,0,block7,target,trial,Sam failed to order a beer at the bar and Kate failed to order a beer at the bar as well.,The beer was warm.,6300,7500
3_bear_managed_managed_sref,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well. The bear was taller than expected.,0,block3,target,trial,Carol managed to see a bear at the zoo and Jack managed to see a bear at the zoo as well.,The bear was taller than expected.,6300,8100
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
9_letter_negation_negation_pref,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either. The letters arrived three days after they were sent.,0,block9,target,trial,Carolyn didn't write a letter to her parents and Jennifer didn't write a letter to her parents either.,The letters arrived three days after they were sent.,5400,8100
6_rat_doubt_know_sref,I doubt that Carla got a pet rat but I know that Linda got a pet rat. The rat is very noisy at night.,1,block6,target,trial,I doubt that Carla got a pet rat but I know that Linda got a pet rat.,The rat is very noisy at night.,5100,7200
5_shirt_know_know_sref,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well. The shirt looks amazing.,0,block5,target,trial,I know that Mary found a shirt at the store and I know that Teresa found a shirt at the store as well.,The shirt looks amazing.,6900,8100
12_ticket_failed_failed_sref,Thomas failed to book a ticket and Patrick failed to book a ticket as well. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas failed to book a ticket and Patrick failed to book a ticket as well.,The ticket was much cheaper than expected.,4500,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
