id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
6_rat_managed_managed_pref,Carla managed to get a pet rat and Linda managed to get a pet rat as well. The rats are very noisy at night.,1,block6,target,trial,Carla managed to get a pet rat and Linda managed to get a pet rat as well.,The rats are very noisy at night.,5100,7200
15_bone_doubt_know_sref,I doubt that David discovered a bone on his archeological expedition but I know that Andy discovered a bone on his archeological expedition. The bone likely belonged to an extinct bird species.,1,block15,target,trial,I doubt that David discovered a bone on his archeological expedition but I know that Andy discovered a bone on his archeological expedition.,The bone likely belonged to an extinct bird species.,6900,9600
11_rabbit_know_doubt_sref,I know that Sarah caught a rabbit but I doubt that Alice caught a rabbit. The rabbit made a fantastic dinner.,1,block11,target,trial,I know that Sarah caught a rabbit but I doubt that Alice caught a rabbit.,The rabbit made a fantastic dinner.,4500,6300
4_book_failed_managed_sref,Susan failed to write a book but Ben managed to write a book. The book is a real page-turner.,1,block4,target,trial,Susan failed to write a book but Ben managed to write a book.,The book is a real page-turner.,3900,5700
3_bear_negation_affirmative_pref,Carol didn't see a bear at the zoo but Jack saw a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol didn't see a bear at the zoo but Jack saw a bear at the zoo.,The bears were taller than expected.,4800,6600
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
5_shirt_negation_negation_pref,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either. The shirts look amazing.,0,block5,target,trial,Mary didn't find a shirt at the store and Teresa didn't find a shirt at the store either.,The shirts look amazing.,5400,6600
9_letter_affirmative_negation_sref,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,trial,Carolyn wrote a letter to her parents but Jennifer didn't write a letter to her parents.,The letter arrived three days after it was sent.,4800,7500
8_cake_negation_affirmative_pref,Michael didn't bake a cake but Adam baked a cake. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael didn't bake a cake but Adam baked a cake.,The cakes were the best thing at the picnic.,3000,5700
12_ticket_failed_failed_pref,Thomas failed to book a ticket and Patrick failed to book a ticket as well. The tickets were much cheaper than expected.,0,block12,target,trial,Thomas failed to book a ticket and Patrick failed to book a ticket as well.,The tickets were much cheaper than expected.,4500,6600
1_dog_negation_negation_pref,John doesn't own a dog and Mark doesn't own a dog either. The dogs are very cute.,0,block1,target,trial,John doesn't own a dog and Mark doesn't own a dog either.,The dogs are very cute.,3600,5100
13_bed_failed_managed_sref,Luke failed to buy a bed but Rachel managed to buy a bed. The bed was delivered the next day.,1,block13,target,trial,Luke failed to buy a bed but Rachel managed to buy a bed.,The bed was delivered the next day.,3900,6000
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
16_house_know_know_sref,I know that Lisa built a house and I know that Jordan built a house as well. The house is the most beautiful building I have ever seen.,0,block16,target,trial,I know that Lisa built a house and I know that Jordan built a house as well.,The house is the most beautiful building I have ever seen.,5100,8400
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
10_hat_affirmative_negation_sref,Chris knitted a hat but George didn't knit a hat. The hat was very colorful.,1,block10,target,trial,Chris knitted a hat but George didn't knit a hat.,The hat was very colorful.,3000,4500
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
14_gin_failed_managed_sref,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic. The gin tonic was very strong.,1,block14,target,trial,Dan failed to mix a gin tonic but Jessica managed to mix a gin tonic.,The gin tonic was very strong.,4500,6300
2_car_managed_managed_sref,Lucy managed to rent a car and Ethan managed to rent a car as well. The car has a self-driving mode.,0,block2,target,trial,Lucy managed to rent a car and Ethan managed to rent a car as well.,The car has a self-driving mode.,4500,6300
7_beer_doubt_doubt_sref,I doubt that Sam ordered a beer at the bar and I doubt that Kate ordered a beer at the bar as well. The beer was warm.,0,block7,target,trial,I doubt that Sam ordered a beer at the bar and I doubt that Kate ordered a beer at the bar as well.,The beer was warm.,6900,8100
