id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
4_book_negation_affirmative_sref,Susan didn't publish a book but Ben published a book. The book is a real page-turner.,1,block4,target,trial,Susan didn't publish a book but Ben published a book.,The book is a real page-turner.,3000,4800
7_beer_managed_managed_pref,Sam managed to order a beer at the bar and Kate managed to order a beer at the bar as well. The beers were warm.,1,block7,target,trial,Sam managed to order a beer at the bar and Kate managed to order a beer at the bar as well.,The beers were warm.,6300,7500
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
8_cake_affirmative_affirmative_pref,Michael baked a cake and Adam baked a cake too. The cakes were the best thing at the picnic.,1,block8,target,trial,Michael baked a cake and Adam baked a cake too.,The cakes were the best thing at the picnic.,3000,5700
9_letter_affirmative_affirmative_pref,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too. The letters arrived three days after they were sent.,1,block9,target,trial,Carolyn wrote a letter to her parents and Jennifer wrote a letter to her parents too.,The letters arrived three days after they were sent.,4800,7500
3_bear_managed_failed_sref,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo. The bear was taller than expected.,1,block3,target,trial,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo.,The bear was taller than expected.,5700,7500
12_ticket_know_doubt_pref,I know that Thomas booked a ticket in advance but I doubt that Patrick booked a ticket in advance. The tickets were much cheaper than expected.,0,block12,target,trial,I know that Thomas booked a ticket in advance but I doubt that Patrick booked a ticket in advance.,The tickets were much cheaper than expected.,5700,7800
6_rat_know_know_sref,I know that Carla got a pet rat and I know that Linda got a pet rat as well. The rat is very noisy at night.,0,block6,target,trial,I know that Carla got a pet rat and I know that Linda got a pet rat as well.,The rat is very noisy at night.,5700,7800
1_dog_affirmative_affirmative_pref,John owns a dog and Mark owns a dog too. The dogs are very cute.,1,block1,target,trial,John owns a dog and Mark owns a dog too.,The dogs are very cute.,3000,4500
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
13_bed_know_doubt_sref,I know that Luke bought a bed but I doubt that Rachel bought a bed. The bed was delivered the next day.,1,block13,target,trial,I know that Luke bought a bed but I doubt that Rachel bought a bed.,The bed was delivered the next day.,4500,6600
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
5_shirt_failed_failed_pref,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well. The shirts look amazing.,0,block5,target,trial,Mary failed to find a shirt at the store and Teresa failed to find a shirt at the store as well.,The shirts look amazing.,6300,7500
10_hat_doubt_know_pref,I doubt that Chris knitted a hat but I know that George knitted a hat. The hats were very colorful.,0,block10,target,trial,I doubt that Chris knitted a hat but I know that George knitted a hat.,The hats were very colorful.,4500,6000
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
11_rabbit_affirmative_affirmative_sref,Sarah caught a rabbit and Alice caught a rabbit too. The rabbit made a fantastic dinner.,0,block11,target,trial,Sarah caught a rabbit and Alice caught a rabbit too.,The rabbit made a fantastic dinner.,3000,4800
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
14_gin_negation_affirmative_sref,Dan didn't drink a gin tonic but Jessica drank a gin tonic. The gin tonic was very strong.,1,block14,target,trial,Dan didn't drink a gin tonic but Jessica drank a gin tonic.,The gin tonic was very strong.,3600,5400
2_car_know_doubt_pref,I know that Lucy has a car but I doubt that Ethan has a car. The cars have a self-driving mode.,0,block2,target,trial,I know that Lucy has a car but I doubt that Ethan has a car.,The cars have a self-driving mode.,4500,6300
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
16_house_know_doubt_sref,I know that Lisa built a house but I doubt that Jordan built a house. The house is the most beautiful building I have ever seen.,1,block16,target,trial,I know that Lisa built a house but I doubt that Jordan built a house.,The house is the most beautiful building I have ever seen.,4500,7800
15_bone_doubt_doubt_sref,I doubt that David discovered a bone on his archeological expedition and I doubt that Andy discovered a bone on his archeological expedition as well. The bone likely belonged to an extinct bird species.,0,block15,target,trial,I doubt that David discovered a bone on his archeological expedition and I doubt that Andy discovered a bone on his archeological expedition as well.,The bone likely belonged to an extinct bird species.,7500,10200
