id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
12_ticket_managed_managed_sref,Thomas managed to book a ticket and Patrick managed to book a ticket as well. The ticket was much cheaper than expected.,0,block12,target,trial,Thomas managed to book a ticket and Patrick managed to book a ticket as well.,The ticket was much cheaper than expected.,4500,6600
6_rat_failed_managed_pref,Carla failed to get a pet rat but Linda managed to get a pet rat. The rats are very noisy at night.,0,block6,target,trial,Carla failed to get a pet rat but Linda managed to get a pet rat.,The rats are very noisy at night.,4500,6600
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
11_rabbit_negation_negation_pref,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either. The rabbits made a fantastic dinner.,0,block11,target,trial,Sarah didn't catch a rabbit and Alice didn't catch a rabbit either.,The rabbits made a fantastic dinner.,3600,5400
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
9_letter_know_know_sref,I know that Carolyn wrote a letter to her parents and I know that Jennifer wrote a letter to her parents as well. The letter arrived three days after it was sent.,0,block9,target,trial,I know that Carolyn wrote a letter to her parents and I know that Jennifer wrote a letter to her parents as well.,The letter arrived three days after it was sent.,6900,9600
4_book_doubt_doubt_sref,I doubt that Susan published a book and I doubt that Ben published a book as well. The book is a real page-turner.,0,block4,target,trial,I doubt that Susan published a book and I doubt that Ben published a book as well.,The book is a real page-turner.,5100,6900
8_cake_managed_managed_pref,Michael managed to bake a cake and Adam managed to bake a cake as well. The cakes were the best thing at the picnic.,1,block8,target,trial,Michael managed to bake a cake and Adam managed to bake a cake as well.,The cakes were the best thing at the picnic.,4500,7200
16_house_doubt_doubt_pref,I doubt that Lisa built a house and I doubt that Jordan built a house as well. The houses are the most beautiful buildings I have ever seen.,0,block16,target,trial,I doubt that Lisa built a house and I doubt that Jordan built a house as well.,The houses are the most beautiful buildings I have ever seen.,5100,8400
5_shirt_failed_managed_pref,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store. The shirts look amazing.,0,block5,target,trial,Mary failed to find a shirt at the store but Teresa managed to find a shirt at the store.,The shirts look amazing.,5700,6900
10_hat_affirmative_affirmative_pref,Chris knitted a hat and George knitted a hat too. The hats were very colorful.,1,block10,target,trial,Chris knitted a hat and George knitted a hat too.,The hats were very colorful.,3000,4500
13_bed_negation_negation_pref,Luke didn't buy a bed and Rachel didn't buy a bed either. The beds were delivered the next day.,0,block13,target,trial,Luke didn't buy a bed and Rachel didn't buy a bed either.,The beds were delivered the next day.,3600,5700
15_bone_managed_failed_pref,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition. The bones likely belonged to an extinct bird species.,0,block15,target,trial,David managed to discover a bone on his archeological expedition but Andy failed to discover a bone on his archeological expedition.,The bones likely belonged to an extinct bird species.,6300,9000
2_car_know_doubt_sref,I know that Lucy has a car but I doubt that Ethan has a car. The car has a self-driving mode.,1,block2,target,trial,I know that Lucy has a car but I doubt that Ethan has a car.,The car has a self-driving mode.,4500,6300
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
3_bear_managed_failed_pref,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo. The bears were taller than expected.,0,block3,target,trial,Carol managed to see a bear at the zoo but Jack failed to see a bear at the zoo.,The bears were taller than expected.,5700,7500
7_beer_affirmative_negation_sref,Sam ordered a beer at the bar but Kate didn't order a beer at the bar. The beer was warm.,1,block7,target,trial,Sam ordered a beer at the bar but Kate didn't order a beer at the bar.,The beer was warm.,4800,6000
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
1_dog_know_doubt_sref,I know that John owns a dog but I doubt that Mark owns a dog. The dog is very cute.,1,block1,target,trial,I know that John owns a dog but I doubt that Mark owns a dog.,The dog is very cute.,4500,6000
14_gin_know_know_sref,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well. The gin tonic was very strong.,0,block14,target,trial,I know that Dan drank a gin tonic and I know that Jessica drank a gin tonic as well.,The gin tonic was very strong.,5700,7500
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
