id,sent,expected,block,type,display,sent1,sent2,sent2delay,sliderdelay
,,,,,instruction,,,300,600
,,,,,practice,,,300,600
2_car_affirmative_negation_pref,Lucy has a car but Ethan doesn't have a car. The cars have a self-driving mode.,0,block2,target,trial,Lucy has a car but Ethan doesn't have a car.,The cars have a self-driving mode.,3000,4800
filler4,Doug didn't make salad for dinner but he made pasta. He skillfully garnished the pasta with fresh basil and grated Parmesan.,1,filler4,filler,trial,Doug didn't make salad for dinner but he made pasta.,He skillfully garnished the pasta with fresh basil and grated Parmesan.,3000,6300
12_ticket_negation_affirmative_sref,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance. The ticket was much cheaper than expected.,1,block12,target,trial,Thomas didn't book a ticket in advance but Patrick booked a ticket in advance.,The ticket was much cheaper than expected.,4200,6300
11_rabbit_know_know_pref,I know that Sarah caught a rabbit and I know that Alice caught a rabbit as well. The rabbits made a fantastic dinner.,1,block11,target,trial,I know that Sarah caught a rabbit and I know that Alice caught a rabbit as well.,The rabbits made a fantastic dinner.,5100,6900
9_letter_know_doubt_sref,I know that Carolyn wrote a letter to her parents but I doubt that Jennifer wrote a letter to her parents. The letter arrived three days after it was sent.,1,block9,target,trial,I know that Carolyn wrote a letter to her parents but I doubt that Jennifer wrote a letter to her parents.,The letter arrived three days after it was sent.,6300,9000
1_dog_failed_managed_sref,John failed to adopt a dog but Mark managed to adopt a dog. The dog is very cute.,1,block1,target,trial,John failed to adopt a dog but Mark managed to adopt a dog.,The dog is very cute.,3900,5400
3_bear_failed_failed_pref,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well. The bears were taller than expected.,0,block3,target,trial,Carol failed to see a bear at the zoo and Jack failed to see a bear at the zoo as well.,The bears were taller than expected.,6300,8100
10_hat_know_doubt_sref,I know that Chris knitted a hat but I doubt that George knitted a hat. The hat was very colorful.,1,block10,target,trial,I know that Chris knitted a hat but I doubt that George knitted a hat.,The hat was very colorful.,4500,6000
filler3,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test. She will need to take the road test again.,1,filler3,filler,trial,Mandy managed to pass the knowledge test for getting a driver's license but she failed the road test.,She will need to take the road test again.,5400,8100
filler8,Katie's parents were able to support her emotionally but not financially. They gave her one thousand dollars every month to help cover her rent.,0,filler8,filler,trial,Katie's parents were able to support her emotionally but not financially.,They gave her one thousand dollars every month to help cover her rent.,3300,7200
13_bed_affirmative_negation_pref,Luke bought a bed but Rachel didn't buy a bed. The beds were delivered the next day.,0,block13,target,trial,Luke bought a bed but Rachel didn't buy a bed.,The beds were delivered the next day.,3000,5100
filler7,Andy had to walk to school every day because no other means of transporation was available. The bus ride took him 15 minutes.,0,filler7,filler,trial,Andy had to walk to school every day because no other means of transporation was available.,The bus ride took him 15 minutes.,4800,6900
16_house_failed_failed_sref,Lisa failed to build a house and Jordan failed to build a house as well. The house is the most beautiful building I have ever seen.,0,block16,target,trial,Lisa failed to build a house and Jordan failed to build a house as well.,The house is the most beautiful building I have ever seen.,4500,7800
filler1,Jane and Julie watched a movie last Friday night. It was about the first world war.,1,filler1,filler,trial,Jane and Julie watched a movie last Friday night.,It was about the first world war.,2700,4800
filler2,I know that Peter loves pizzas but I doubt that he likes them with pineapple. He hates that combination.,1,filler2,filler,trial,I know that Peter loves pizzas but I doubt that he likes them with pineapple.,He hates that combination.,4500,5700
8_cake_affirmative_negation_pref,Michael baked a cake but Adam didn't bake a cake. The cakes were the best thing at the picnic.,0,block8,target,trial,Michael baked a cake but Adam didn't bake a cake.,The cakes were the best thing at the picnic.,3000,5700
14_gin_know_doubt_sref,I know that Dan drank a gin tonic but I doubt that Jessica drank a gin tonic. The gin tonic was very strong.,1,block14,target,trial,I know that Dan drank a gin tonic but I doubt that Jessica drank a gin tonic.,The gin tonic was very strong.,5100,6900
7_beer_doubt_doubt_pref,I doubt that Sam ordered a beer at the bar and I doubt that Kate ordered a beer at the bar as well. The beers were warm.,0,block7,target,trial,I doubt that Sam ordered a beer at the bar and I doubt that Kate ordered a beer at the bar as well.,The beers were warm.,6900,8100
4_book_know_doubt_pref,I know that Susan published a book but I doubt that Ben published a book. The books are real page-turners.,0,block4,target,trial,I know that Susan published a book but I doubt that Ben published a book.,The books are real page-turners.,4500,6000
5_shirt_managed_managed_sref,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well. The shirt looks amazing.,0,block5,target,trial,Mary managed to find a shirt at the store and Teresa managed to find a shirt at the store as well.,The shirt looks amazing.,6300,7500
filler5,It was unfortunate that Barbara did not get an offer from the job she wanted. She accepted the offer immediately.,0,filler5,filler,trial,It was unfortunate that Barbara did not get an offer from the job she wanted.,She accepted the offer immediately.,4500,6000
filler6,Nick was so busy today that he was forced to skip lunch. He had a chicken sandwich and some fries for lunch.,0,filler6,filler,trial,Nick was so busy today that he was forced to skip lunch.,He had a chicken sandwich and some fries for lunch.,3600,6600
15_bone_know_know_pref,I know that David discovered a bone on his archeological expedition and I know that Andy discovered a bone on his archeological expedition as well. The bones likely belonged to an extinct bird species.,1,block15,target,trial,I know that David discovered a bone on his archeological expedition and I know that Andy discovered a bone on his archeological expedition as well.,The bones likely belonged to an extinct bird species.,7500,10200
6_rat_doubt_know_pref,I doubt that Carla got a pet rat but I know that Linda got a pet rat. The rats are very noisy at night.,0,block6,target,trial,I doubt that Carla got a pet rat but I know that Linda got a pet rat.,The rats are very noisy at night.,5100,7200
